9,1
10,0
10,0
10,0
7,3
10,0
10,0
10,0
9,1
10,0
10,0
10,0
10,0
7,3
10,0
10,0
10,0
10,0
10,0
10,0
9,1
10,0
10,0
10,0
10,0
10,0
10,0
6,4
10,0
9,1
10,0
9,1
10,0
10,0
9,1
9,1
9,1
10,0
10,0
10,0
10,0
9,1
10,0
10,0
6,4
10,0
10,0
5,5
10,0
9,1
8,2
10,0
9,1
10,0
10,0
10,0
10,0
10,0
8,2
10,0
10,0
9,1
10,0
10,0
10,0
9,1
10,0
10,0
10,0
9,1
10,0
10,0
10,0
9,1
10,0
9,1
8,2
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
9,1
10,0
10,0
10,0
9,1
7,3
10,0
10,0
10,0
9,1
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
9,1
10,0
10,0
9,1
10,0
